marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=44189535557, placa=HYW-4380, cor=Dourado
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=29048886368, placa=GRG-2997, cor=Vermelho
marca=Mitsubishi, modelo=L200 Tri.HLS Chrome Ed. 2.4 CD Flex Mec., ano=2016, renavam=64550746095, placa=HLX-1042, cor=Laranja
marca=BMW, modelo=M3 Cabrio 3.0 24V, ano=1994, renavam=07398620145, placa=HBQ-0692, cor=Prata
marca=CHERY, modelo=CIELO Sedan 1.6 16V 119cv  4p, ano=2010, renavam=50806808108, placa=GLX-4430, cor=Marrom
marca=FOTON, modelo=AUMARK 3.5 - 11ST 2.8 4x2 TB Diesel, ano=2014, renavam=90785508746, placa=GRQ-9142, cor=Cinza
marca=Peugeot, modelo=207 SW XS 1.6 Flex 16V 5p Aut., ano=2009, renavam=81324764304, placa=HBH-2246, cor=Marrom
marca=Matra, modelo=Pick-Up CD 4x4 Curto/Longo 2.5 TDI Dies., ano=2003, renavam=81324764304, placa=HBH-2246, cor=Marrom
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=07398620145, placa=HBQ-0692, cor=Prata
marca=Agrale, modelo=MARRU, ano=2004, renavam=07398620145, placa=HBQ-0692, cor=Prata
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=51099055940, placa=HMH-8888, cor=Cinza
marca=Ford, modelo=F-250 XLT 3.9 4x2 CD TB Diesel, ano=2007, renavam=81324764304, placa=HBH-2246, cor=Marrom
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=81324764304, placa=HBH-2246, cor=Marrom
marca=JAC, modelo=J2 1.4 16V 5p Mec., ano=2012, renavam=24661547407, placa=GRA-6840, cor=Amarelo
marca=SSANGYONG, modelo=Korando 2.0 16V T.Diesel AWD Aut., ano=2011, renavam=93032386257, placa=GWN-8296, cor=Branco
marca=Honda, modelo=Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Mec., ano=2004, renavam=45412940949, placa=HJG-5972, cor=Verde
marca=Peugeot, modelo=206 Techno 1.0 16V 70cv 5p, ano=2003, renavam=66253677230, placa=HCX-5529, cor=Prata
marca=CHERY, modelo=Celer Hatch 1.5 16V Flex 5p, ano=2013, renavam=81324764304, placa=HBH-2246, cor=Marrom
marca=Asia Motors, modelo=Towner SDX / DLX/ Std., ano=1993, renavam=34860085036, placa=GQE-5383, cor=Prata
marca=Envemo, modelo=Camper GL/GLS 4x4 4.0 Diesel, ano=1991, renavam=24661547407, placa=GRA-6840, cor=Amarelo
marca=Citroen, modelo=AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec, ano=2013, renavam=15827108506, placa=HJZ-9282, cor=Verde
marca=HAFEI, modelo=Towner Jr. Pick-up 1.0 8V 48cv  CS 2p, ano=2010, renavam=89737992850, placa=GLM-6638, cor=Dourado
marca=Hyundai, modelo=GENESIS 3.8 V6 24V 290cv 4p Aut., ano=2012, renavam=50806808108, placa=GLX-4430, cor=Marrom
marca=smart, modelo=fortwo BRABUS cabrio 1.0 72kw, ano=2010, renavam=50806808108, placa=GLX-4430, cor=Marrom
marca=Subaru, modelo=Impreza GL 1.6/1.8 16V, ano=1993, renavam=89737992850, placa=GLM-6638, cor=Dourado
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=05753326974, placa=GUQ-1256, cor=Azul
marca=ASTON MARTIN, modelo=Vanquish V12 6.0 565cv, ano=2014, renavam=49637959917, placa=HDE-2319, cor=Cinza
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=98643186256, placa=GQR-8589, cor=Vermelho
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=30354732864, placa=HJW-7381, cor=Marrom
marca=Seat, modelo=Cordoba Vario 1.6L, ano=2000, renavam=89737992850, placa=GLM-6638, cor=Dourado
marca=Rolls-Royce, modelo=Ghost 6.6 V12 Aut., ano=2011, renavam=89737992850, placa=GLM-6638, cor=Dourado
marca=Mitsubishi, modelo=Pajero GLS 3.0 V6 4p Aut., ano=1993, renavam=61582913561, placa=GQK-8380, cor=Marrom
marca=JAC, modelo=J2 1.4 JET Flex 16V 5p Mec, ano=2015, renavam=96001309263, placa=GPR-2337, cor=Branco
marca=CHANGAN, modelo=MINI STAR CE 1.0 8V 53cv (Pick-Up), ano=2011, renavam=70922025690, placa=HHX-8323, cor=Vermelho
marca=CHANGAN, modelo=MINI STAR Family 1.0 8V 53cv (MiniVan), ano=2012, renavam=60442301700, placa=GTA-6551, cor=Marrom
marca=Land Rover, modelo=Range R.EVOQUE Dynamic 2.0 Aut 5p, ano=2012, renavam=70593456387, placa=HHY-7117, cor=Preto
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=15827108506, placa=HJZ-9282, cor=Verde
marca=FOTON, modelo=AUMARK 3.50AK 2.8 4x2 TB Diesel, ano=2010, renavam=08214986611, placa=GLA-3287, cor=Dourado
marca=Subaru, modelo=Forester 2.0 4x4 Mec., ano=1997, renavam=15827108506, placa=HJZ-9282, cor=Verde
marca=Alfa Romeo, modelo=145 Elegant 2.0 16V, ano=1995, renavam=30354732864, placa=HJW-7381, cor=Marrom
marca=BMW, modelo=550iA Security 4.8 32V, ano=2006, renavam=08214986611, placa=GLA-3287, cor=Dourado
marca=Dodge, modelo=Ram Laramie 5.9 V8, ano=1994, renavam=08214986611, placa=GLA-3287, cor=Dourado
marca=GM - Chevrolet, modelo=Astra 2.0/ CD 2.0 8V 3p Aut., ano=2002, renavam=23696065362, placa=GZP-6981, cor=Amarelo
marca=Renault, modelo=SANDERO Privil, ano=2008, renavam=23696065362, placa=GZP-6981, cor=Amarelo
marca=Toyota, modelo=Hilux CS D4-D 4x4 3.0 TDI Dies. Mec., ano=2012, renavam=96001309263, placa=GPR-2337, cor=Branco
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=97436173916, placa=HFQ-5358, cor=Cinza
marca=Subaru, modelo=Legacy GX TW 2.5 4x4 Mec, ano=1997, renavam=96001309263, placa=GPR-2337, cor=Branco
marca=MG, modelo=550 1.8 16V Turbo 170cv Aut., ano=2010, renavam=30354732864, placa=HJW-7381, cor=Marrom
marca=Mitsubishi, modelo=Pajero GLS 3.0 V6 4p Aut., ano=1993, renavam=11433448917, placa=GPC-9425, cor=Branco
marca=Renault, modelo=Sc, ano=2003, renavam=23696065362, placa=GZP-6981, cor=Amarelo
marca=Chrysler, modelo=TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut., ano=2008, renavam=23696065362, placa=GZP-6981, cor=Amarelo
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=93678175063, placa=GWF-5645, cor=Marrom
marca=Toyota, modelo=Corolla Fielder SW 1.8/1.8 XEi Flex Mec, ano=2005, renavam=11433448917, placa=GPC-9425, cor=Branco
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=57293950079, placa=GTJ-3378, cor=Cinza
marca=Pontiac, modelo=Trans-Sport SE 3.1, ano=1991, renavam=11433448917, placa=GPC-9425, cor=Branco
marca=SHINERAY, modelo=SY6390 A9 PVANS, ano=2012, renavam=06662533371, placa=HCA-9926, cor=Branco
marca=Peugeot, modelo=208 Active 1.2 Flex 12V 5p mec., ano=2017, renavam=90914082219, placa=HDS-6679, cor=Prata
marca=Mazda, modelo=Millenia 3.0 V6 24V, ano=1996, renavam=40081338120, placa=GYG-2327, cor=Laranja
marca=Matra, modelo=Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel, ano=2002, renavam=64385271510, placa=HJD-8070, cor=Preto
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=64385271510, placa=HJD-8070, cor=Preto
marca=Cadillac, modelo=Deville/Eldorado 4.9, ano=1991, renavam=38217311862, placa=GTW-6629, cor=Cinza
marca=Toyota, modelo=PRIUS HYBRID 1.8 16V 5p Aut., ano=2013, renavam=02627154669, placa=GYZ-2020, cor=Vermelho
marca=Volvo, modelo=XC 60 T-5 R-DESIGN 2.0 FWD 5p, ano=2012, renavam=57293950079, placa=GTJ-3378, cor=Cinza
marca=SSANGYONG, modelo=Musso GLX 2.9 TB Diesel Int. 120cv Aut, ano=2001, renavam=26109244463, placa=HNU-5223, cor=Azul
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=43888161224, placa=HDD-1427, cor=Marrom
marca=GM - Chevrolet, modelo=COBALT Graphite 1.8 8V Econo.Flex 4p Mec, ano=2015, renavam=26109244463, placa=HNU-5223, cor=Azul
marca=MINI, modelo=ONE 1.6 Aut., ano=2012, renavam=90914082219, placa=HDS-6679, cor=Prata
marca=JINBEI, modelo=TOPIC VAN Lon./GRAN TOPIC SL, ano=2011, renavam=26109244463, placa=HNU-5223, cor=Azul
marca=Mercedes-Benz, modelo=GL-500 4.7 Bi-Turbo V8 4x4 Aut., ano=2013, renavam=38217311862, placa=GTW-6629, cor=Cinza
marca=Agrale, modelo=MARRU, ano=2008, renavam=79062477921, placa=GXY-9026, cor=Bege
marca=Buggy, modelo=Buggy 1.6/ TST/ RS 1.6 4-Lug., ano=1985, renavam=40081338120, placa=GYG-2327, cor=Laranja
marca=Chrysler, modelo=Caravan LX 3.3 V6 182cv, ano=2005, renavam=14991027469, placa=GOM-4273, cor=Prata
marca=SSANGYONG, modelo=Rexton RX 290 2.9 120cv TB Int. Dies.Aut, ano=2002, renavam=98999961625, placa=HYS-1165, cor=Verde
marca=CHERY, modelo=QQ 1.0 Look FL 12V 69cv 5p, ano=2015, renavam=03189809587, placa=HVD-5684, cor=Preto
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=57293950079, placa=HVL-3378, cor=Cinza
marca=Toyota, modelo=Corolla XLi 1.6 16V 110cv Aut., ano=2003, renavam=81275094371, placa=HXY-5921, cor=Amarelo
marca=Lexus, modelo=RX 300 3.0 V6 24V, ano=1999, renavam=81341894725, placa=HUJ-5264, cor=Cinza
marca=HAFEI, modelo=Towner Pick-up 1.0 8V 48cv 2p, ano=2009, renavam=98999961625, placa=HYS-1165, cor=Verde
marca=Envemo, modelo=Camper GL/GLS 4x4 4.0 Diesel, ano=1991, renavam=43888161224, placa=HXC-1427, cor=Marrom
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=81275094371, placa=HXY-5921, cor=Amarelo
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=79062477921, placa=HWF-9026, cor=Bege
marca=Daihatsu, modelo=Gran Move 1.5/1.6 16V, ano=1996, renavam=67319705979, placa=HXB-3576, cor=Preto
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=67319705979, placa=HXB-3576, cor=Preto
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=79062477921, placa=HWF-9026, cor=Bege
marca=Isuzu, modelo=Rodeo 3.2 V6, ano=1992, renavam=10228973039, placa=HUH-2363, cor=Dourado
marca=CHANA, modelo=Cargo CE 1.0 8V 53cv (Pick-Up), ano=2006, renavam=10228973039, placa=HUH-2363, cor=Dourado
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=10228973039, placa=HUH-2363, cor=Dourado
marca=Mahindra, modelo=PIK-UP CS 2.2 4X4 (diesel) Mec., ano=2013, renavam=67319705979, placa=HXB-3576, cor=Preto
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=10228973039, placa=HUH-2363, cor=Dourado
marca=Maserati, modelo=Quattroporte Sport GT-S 4.7 V8 32V 440cv, ano=2011, renavam=17964838324, placa=HWM-8010, cor=Branco
marca=Fibravan, modelo=Buggy Vip 1.6 8V Total Flex, ano=2007, renavam=24781676891, placa=HXX-6743, cor=Vermelho
marca=Rolls-Royce, modelo=Ghost 6.6 V12 Aut., ano=2011, renavam=79925020014, placa=HXO-5901, cor=Verde
marca=Envemo, modelo=Camper GL/GLS 4x4 4.0 Diesel, ano=1991, renavam=77145554609, placa=HUQ-6608, cor=Cinza
marca=Gurgel, modelo=Carajas Diesel, ano=1985, renavam=97049342404, placa=HWA-2737, cor=Dourado
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=67250035945, placa=HYF-0256, cor=Amarelo
marca=Hyundai, modelo=Atos Prime GL 1.0 Mec, ano=2001, renavam=73674715824, placa=HYV-0319, cor=Laranja
marca=JPX, modelo=Jipe Montez Std 4x4 Teto de Lona Diesel, ano=1994, renavam=39889947002, placa=HXK-3749, cor=Preto
marca=RELY, modelo=VAN Q22 1.0 5p, ano=2013, renavam=05007968591, placa=HWL-4801, cor=Prata
marca=RELY, modelo=PICK-UP Q22E CD 1.0 4p, ano=2014, renavam=00482009322, placa=HUC-6982, cor=Azul
marca=Mazda, modelo=626 Sedan Mec., ano=2000, renavam=44357780940, placa=HUV-4351, cor=Vermelho
marca=ASTON MARTIN, modelo=Virage Coupe 6.0 V12 490cv, ano=2012, renavam=51649285047, placa=HWP-0003, cor=Azul
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=32549365492, placa=HYZ-6992, cor=Branco
marca=GEELY, modelo=GC2 1.0 12V 68cv 5p, ano=2015, renavam=05007968591, placa=HWL-4801, cor=Prata
marca=Cross Lander, modelo=CL-244 2.8 132cv 4x4 TB Int. Diesel, ano=2003, renavam=98345281692, placa=HXG-3345, cor=Cinza
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=10635945344, placa=HUX-1943, cor=Branco
marca=Porsche, modelo=911 Carrera Cabriolet 3.4/ 3.6 Mec, ano=1995, renavam=62342149652, placa=HUF-2322, cor=Dourado
marca=BRM, modelo=Buggy/M-8/M-8 Long 1.6, ano=1985, renavam=98345281692, placa=HXG-3345, cor=Cinza
marca=HAFEI, modelo=Towner Pick-up 1.0 8V 48cv 2p, ano=2009, renavam=38234720031, placa=HXP-4415, cor=Dourado
marca=Audi, modelo=A4 2.8 Avant V6 12V, ano=1995, renavam=36440385173, placa=HWA-2602, cor=Azul
marca=SHINERAY, modelo=SY6390 A9 PVANS, ano=2012, renavam=90018697165, placa=HXU-6156, cor=Bege
marca=Cadillac, modelo=Seville 4.6, ano=1991, renavam=34282455072, placa=HXX-1571, cor=Vermelho
marca=Cadillac, modelo=Seville 4.6, ano=1991, renavam=68602489775, placa=HUS-0616, cor=Amarelo
marca=Alfa Romeo, modelo=156 TS/Sport/Elegant 2.0 16V, ano=1999, renavam=24312848045, placa=HYU-9567, cor=Preto
marca=Hyundai, modelo=Accent GS 3p Mec, ano=1995, renavam=59930538730, placa=HXK-9988, cor=Amarelo
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=33017756460, placa=HYT-5376, cor=Branco
marca=Agrale, modelo=MARRU, ano=2004, renavam=78318757849, placa=HUU-6752, cor=Marrom
marca=Fibravan, modelo=Buggy Vip 1.6 8V Total Flex, ano=2007, renavam=26858836371, placa=HXK-4455, cor=Preto
marca=Ford, modelo=Fusion SEL 3.0 V6  24V 243cv Aut., ano=2011, renavam=57924986160, placa=HWP-4840, cor=Vermelho
marca=SHINERAY, modelo=SY1020 T20 TRUCKS, ano=2012, renavam=58961087058, placa=HWI-3199, cor=Marrom
marca=Chrysler, modelo=300 C 3.6 V6 Aut., ano=2012, renavam=32195754083, placa=HYJ-9901, cor=Dourado
marca=MINI, modelo=COOPER S 1.6 Aut., ano=2005, renavam=58961087058, placa=HWI-3199, cor=Marrom
marca=Jaguar, modelo=F-Pace 3.0 FIRST EDITION 380cv Aut., ano=2000, renavam=91203965608, placa=HUO-7693, cor=Amarelo
marca=Mercedes-Benz, modelo=560-SEL 5.6, ano=1987, renavam=91203965608, placa=HUO-7693, cor=Amarelo
marca=Fibravan, modelo=Buggy Off Road 1.8 8V, ano=2009, renavam=58961087058, placa=HWI-3199, cor=Marrom
marca=Mitsubishi, modelo=Lancer Evol. VI 2.0 Turbo 4p, ano=2001, renavam=11047911161, placa=HYN-2337, cor=Bege
marca=Buggy, modelo=Buggy 1.6/ TST/ RS 1.6 4-Lug., ano=1985, renavam=58961087058, placa=HWI-3199, cor=Marrom
marca=Jaguar, modelo=XJR 4.2 V8 32V 400cv 4p, ano=2004, renavam=88489440715, placa=HWD-1556, cor=Marrom
marca=RELY, modelo=VAN Q22 1.0 5p, ano=2013, renavam=34090393206, placa=HXZ-6243, cor=Bege
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=62286452260, placa=HXA-3920, cor=Marrom
marca=Ferrari, modelo=348 GTS 3.4, ano=1993, renavam=34090393206, placa=HXZ-6243, cor=Bege
marca=SHINERAY, modelo=SY6390 A9 PVANS, ano=2012, renavam=36632115158, placa=HYD-7995, cor=Azul
marca=VW - VolksWagen, modelo=SpaceCross 1.6 Mi Total Flex 8V, ano=2012, renavam=72992676255, placa=HWF-0247, cor=Preto
marca=Daihatsu, modelo=Charade Sedan 1.3i 16V, ano=1994, renavam=48212422930, placa=HVO-9033, cor=Amarelo
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=10618259900, placa=HXZ-9599, cor=Laranja
marca=Envemo, modelo=Camper 2.5/GL/GLS/Master 4.1, ano=1990, renavam=10235554305, placa=HUM-9897, cor=Vermelho
marca=Asia Motors, modelo=Towner Luxo, ano=1997, renavam=39715267197, placa=HUV-8462, cor=Laranja
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=10618259900, placa=HXZ-9599, cor=Laranja
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=27376876800, placa=HXF-5049, cor=Cinza
marca=Citroen, modelo=C6 Exclusive 3.0 V6 24V 215cv Aut., ano=2006, renavam=78654530404, placa=HVW-2091, cor=Dourado
marca=Toyota, modelo=ETIOS XS  1.3 Flex 16V 5p Mec., ano=2013, renavam=56720331850, placa=HVX-3473, cor=Azul
marca=SHINERAY, modelo=SY1020 T 22 TRUCKS CD, ano=2012, renavam=48909578901, placa=HXQ-4267, cor=Prata
marca=Dodge, modelo=Dakota Sport CE 3.9 V6, ano=1998, renavam=49111198618, placa=HXA-1096, cor=Azul
marca=Volvo, modelo=XC 60 R-DESIGN 3.0 304cv AWD 5p, ano=2011, renavam=49111198618, placa=HXA-1096, cor=Azul
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=49111198618, placa=HXA-1096, cor=Azul
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=90384536838, placa=HUR-8523, cor=Preto
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=26775702238, placa=HUP-0728, cor=Preto
marca=Fyber, modelo=Buggy 2000W 1.6 8V, ano=2016, renavam=49111198618, placa=HXA-1096, cor=Azul
marca=Chrysler, modelo=Stratus LX 2.0 Mec, ano=1996, renavam=57618264942, placa=HXO-3366, cor=Cinza
marca=Maserati, modelo=Quattroporte S 4.7 V8 32V 430cv, ano=2009, renavam=81298197681, placa=HVE-9075, cor=Vermelho
marca=MINI, modelo=COOPER PACEMAN S 1.6 16V 184cv Aut., ano=2013, renavam=10235554305, placa=HUM-9897, cor=Vermelho
marca=Matra, modelo=Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel, ano=2002, renavam=32503426219, placa=HXU-5035, cor=Prata
marca=FOTON, modelo=AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel, ano=2014, renavam=62126243760, placa=HXF-3465, cor=Dourado
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=38489848173, placa=HWY-9541, cor=Verde
marca=Jaguar, modelo=XE 3.0 Supercharged S 340cv Aut., ano=2016, renavam=72992676255, placa=HWF-0247, cor=Preto
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=63693637810, placa=HWW-8139, cor=Laranja
marca=Fibravan, modelo=Buggy Vip 1.6 8V Total Flex, ano=2007, renavam=72992676255, placa=HWF-0247, cor=Preto
marca=CHANA, modelo=Cargo CE 1.0 8V 53cv (Pick-Up), ano=2006, renavam=63693637810, placa=HWW-8139, cor=Laranja
marca=Gurgel, modelo=BR-800 (todos)/ Supermini, ano=1988, renavam=32503426219, placa=HXU-5035, cor=Prata
marca=LIFAN, modelo=530 TALENT 1.5 16V 103cv 4p, ano=2015, renavam=72992676255, placa=HWF-0247, cor=Preto
marca=Bugre, modelo=Buggy IV e V, ano=1985, renavam=10235554305, placa=HUM-9897, cor=Vermelho
marca=Asia Motors, modelo=Towner Glass Van, ano=1993, renavam=10235554305, placa=HUM-9897, cor=Vermelho
marca=JPX, modelo=Jipe Montez Std 4x4 Teto R, ano=1994, renavam=22324584866, placa=HUX-7653, cor=Cinza
marca=Lexus, modelo=CT200h F-Sport 1.8 16V HIBRID Aut., ano=2013, renavam=08586794668, placa=HUZ-6774, cor=Prata
marca=BMW, modelo=320iA, ano=1991, renavam=62998295078, placa=HVW-6945, cor=Azul
marca=RELY, modelo=LINK 1.3 16V 5p, ano=2014, renavam=51329265550, placa=HWC-7981, cor=Dourado
marca=Lada, modelo=Laika 1.6, ano=1991, renavam=79809266134, placa=HVB-9213, cor=Branco
marca=Matra, modelo=Pick-Up 4x2 Curto/Longo 2.5 TDI Diesel, ano=2002, renavam=32503426219, placa=HXU-5035, cor=Prata
marca=FOTON, modelo=AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel, ano=2014, renavam=78187329040, placa=HXJ-5676, cor=Preto
marca=Audi, modelo=S4 3.0 Avant TFSI V6 24V Quattro Stronic, ano=2012, renavam=51329265550, placa=HWC-7981, cor=Dourado
marca=Agrale, modelo=MARRU, ano=2008, renavam=10235554305, placa=HUM-9897, cor=Vermelho
marca=Kia Motors, modelo=Sportage GTE 2.2 4x4 Diesel, ano=1995, renavam=32503426219, placa=HXU-5035, cor=Prata
marca=MINI, modelo=COOPER 1.5 Turbo 12V 5p Aut., ano=2015, renavam=49111198618, placa=KJK-1096, cor=Azul
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=51329265550, placa=KIE-7981, cor=Dourado
marca=Daewoo, modelo=Racer GTi 1.5 16V, ano=1995, renavam=47179721662, placa=KJD-5383, cor=Branco
marca=RELY, modelo=LINK 1.3 16V 5p, ano=2014, renavam=35461694762, placa=KGS-9388, cor=Preto
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=32503426219, placa=KKM-5035, cor=Prata
marca=Honda, modelo=Fit Twist 1.5 Flex 16V 5p Mec., ano=2013, renavam=32503426219, placa=KKM-5035, cor=Prata
marca=Land Rover, modelo=Discovery4 BLACK 3.0 4x4 SDV6 Dies. Aut., ano=2016, renavam=06485015969, placa=KKK-2734, cor=Marrom
marca=Lexus, modelo=GS 300 3.0 V6 24V, ano=1993, renavam=49282998015, placa=KLM-1789, cor=Vermelho
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=06485015969, placa=KKK-2734, cor=Marrom
marca=Hyundai, modelo=i30 1.8 16V Aut. 5p, ano=2014, renavam=49282998015, placa=KLM-1789, cor=Vermelho
marca=Troller, modelo=PANTANAL 3.0 TDI Elet. 4x2 CS Diesel, ano=2006, renavam=20806354768, placa=KLR-9130, cor=Dourado
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=04122131927, placa=KJS-3016, cor=Preto
marca=BRM, modelo=Buggy W. Turing/Luxo/M-11 Absolvt 1.6 8V, ano=2005, renavam=54308734970, placa=KGS-1037, cor=Cinza
marca=Mahindra, modelo=SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD, ano=2008, renavam=47179721662, placa=KJD-5383, cor=Branco
marca=Honda, modelo=Accord Sed, ano=2010, renavam=49282998015, placa=KLM-1789, cor=Vermelho
marca=Alfa Romeo, modelo=2300 TI/TI-4, ano=1985, renavam=06485015969, placa=KKK-2734, cor=Marrom
marca=BMW, modelo=650iA Limited Sport  Edition 4.8 32V, ano=2010, renavam=49282998015, placa=KLM-1789, cor=Vermelho
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=27773934601, placa=KLO-1596, cor=Laranja
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=10792401120, placa=KGQ-8484, cor=Vermelho
marca=JAC, modelo=J3 Brasil1.4 16V 5p Mec., ano=2012, renavam=80083995674, placa=KIY-9671, cor=Verde
marca=EFFA, modelo=K01 Pick-up CS 1.0 8V 2p, ano=2016, renavam=54308734970, placa=KGS-1037, cor=Cinza
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=88380328228, placa=KKD-8675, cor=Dourado
marca=Troller, modelo=RF Esport 4x4 2.0, ano=1995, renavam=66556306310, placa=KJC-2482, cor=Prata
marca=Bugre, modelo=Buggy IV e V, ano=1985, renavam=47179721662, placa=KJD-5383, cor=Branco
marca=VW - VolksWagen, modelo=SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p, ano=2006, renavam=35461694762, placa=KGS-9388, cor=Preto
marca=Rolls-Royce, modelo=Ghost ll 6.6 V12 Aut., ano=2015, renavam=23219523362, placa=KLL-8487, cor=Vermelho
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=26177156370, placa=KLF-7725, cor=Azul
marca=JAC, modelo=J3 S turin 1.5 JET Flex 16V 4p Mec., ano=2014, renavam=80083995674, placa=KIY-9671, cor=Verde
marca=Acura, modelo=Legend 3.2/3.5, ano=1991, renavam=23219523362, placa=KLL-8487, cor=Vermelho
marca=AM Gen, modelo=Hummer Hard-Top 6.5 4x4 Diesel TB, ano=1998, renavam=66556306310, placa=KJC-2482, cor=Prata
marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=64914584924, placa=KFK-6225, cor=Marrom
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=66556306310, placa=KJC-2482, cor=Prata
marca=Audi, modelo=A4 2.0 16V TFSI Quattro Stronic, ano=2013, renavam=42795067076, placa=KLH-5076, cor=Azul
marca=RELY, modelo=PICK-UP Q22D CS 1.0 2p, ano=2014, renavam=54308734970, placa=KGS-1037, cor=Cinza
marca=Jaguar, modelo=XFR Supercharged 5.0 V8 510cv Aut, ano=2009, renavam=26177156370, placa=KLF-7725, cor=Azul
marca=Buggy, modelo=Buggy 1.6/ TST/ RS 1.6 4-Lug., ano=1985, renavam=42795067076, placa=KLH-5076, cor=Azul
